nth_trial,innerXtalk,outerXtalk
1152,38.43843843843844,21.32132132132132
1154,38.588588588588586,21.32132132132132
1155,38.47305389221557,21.25748502994012
1159,38.47305389221557,21.407185628742514
1160,38.35820895522388,21.34328358208955
1161,38.24404761904762,21.279761904761905
1165,38.392857142857146,21.279761904761905
1166,38.541666666666664,21.279761904761905
1168,38.69047619047619,21.279761904761905
1170,38.57566765578635,21.216617210682493
1172,38.46153846153846,21.153846153846153
1173,38.6094674556213,21.153846153846153
1175,38.75739644970414,21.153846153846153
1178,38.64306784660767,21.091445427728612
1181,38.529411764705884,21.029411764705884
1182,38.529411764705884,21.176470588235293
1183,38.6764705882353,21.176470588235293
1184,38.8235294117647,21.176470588235293
1186,38.70967741935484,21.114369501466275
1189,38.59649122807018,21.05263157894737
1190,38.48396501457726,20.99125364431487
1191,38.629737609329446,20.99125364431487
1192,38.629737609329446,21.137026239067055
1193,38.629737609329446,21.282798833819243
1194,38.51744186046512,21.22093023255814
1195,38.51744186046512,21.36627906976744
1196,38.66279069767442,21.36627906976744
1198,38.80813953488372,21.36627906976744
1201,38.69565217391305,21.304347826086957
1203,38.84057971014493,21.304347826086957
1206,38.72832369942196,21.24277456647399
1209,38.61671469740634,21.181556195965417
1210,38.61671469740634,21.32564841498559
1212,38.76080691642651,21.32564841498559
1213,38.64942528735632,21.264367816091955
1216,38.64942528735632,21.408045977011493
1217,38.53868194842407,21.346704871060172
1218,38.53868194842407,21.48997134670487
1219,38.53868194842407,21.63323782234957
1220,38.53868194842407,21.77650429799427
1224,38.42857142857143,21.714285714285715
1225,38.319088319088316,21.65242165242165
1226,38.46153846153846,21.65242165242165
1227,38.603988603988604,21.65242165242165
1231,38.74643874643875,21.65242165242165
1233,38.888888888888886,21.65242165242165
1236,38.888888888888886,21.794871794871796
1237,38.77840909090909,21.732954545454547
1240,38.92045454545455,21.732954545454547
1243,39.0625,21.732954545454547
1245,38.95184135977337,21.671388101983002
1246,39.093484419263454,21.671388101983002
1248,38.983050847457626,21.610169491525422
1249,38.87323943661972,21.549295774647888
1250,38.764044943820224,21.48876404494382
1251,38.90449438202247,21.48876404494382
1252,39.04494382022472,21.48876404494382
1253,39.18539325842696,21.48876404494382
1254,39.075630252100844,21.428571428571427
1257,38.96648044692738,21.368715083798882
1261,39.10614525139665,21.368715083798882
1263,39.10614525139665,21.508379888268156
1264,38.99721448467967,21.448467966573816
1265,39.136490250696376,21.448467966573816
1266,39.136490250696376,21.58774373259053
1267,39.136490250696376,21.72701949860724
